SIST_CRIA;NIV_TERR;COD_TERR;NOM_TERR;CL_GAL;NOM_CL_GAL;E_CRIA_GAL;E_TEM_GAL;E_GAL_VEND;E_OVOS_PROD;E_OVOS_VEND;E_SUBS;E_COMERC;E_RECEBE_ORI;E_ORI_GOV;E_ORI_PROPRIA;E_ORI_COOP;E_ORI_EMP_INT;E_ORI_EMP_PRIV;E_ORI_ONG;E_ORI_SIST_S;E_ORI_OUTRA;E_GAL_ENG;E_GAL_GALOS;E_GAL_POED;E_GAL_MATR;E_ASSOC_COOP;E_FINANC;E_FINANC_COOP;E_FINANC_INTEG;E_DAP;E_AGRIFAM;E_N_AGRIFAM;E_PRODUTOR;E_COOPERATIVA;E_SA_LDTA;E_CNPJ;GAL_TOTAL;GAL_ENG;GAL_GALOS;GAL_POED;GAL_MATR;GAL_VEND;V_GAL_VEND;Q_DZ_PROD;Q_DZ_VEND;V_Q_DZ_PROD;V_Q_DZ_VEND;A_TOTAL;A_PAST_PLANT;A_LAV_PERM;A_LAV_TEMP;A_APPRL;VTP_AGRO;RECT_AGRO;N_TRAB_TOTAL;N_TRAB_LACOS
1-SIST_POC;BR;;Brasil;10;Total;500.556;498.522;220.094;500.556;500.556;196.941;303.615;113.338;56.751;26.600;26.414;14.595;2.522;1.620;1.165;4.781;4.549;3.711;6.551;;66.430;94.277;12.827;1.038;209.329;409.103;91.453;314.988;54;275;5.141;194.434.374;18.758.267;1.011.909;150.640.392;;252.203.207;597.824.243;3.314.064.025;3.178.684.536;9.951.088.838;9.407.973.262;16.159.606;4.639.381;316.245;1.623.352;2.900.741;26.960.397.029;22.903.072.407;1.424.956;1.167.034
2-SIST_POI;BR;;Brasil;3;De 201 a 500;5.531;5.531;3.933;4.776;3.039;1.294;4.237;1.710;751;667;263;113;35;7;23;83;5.334;5.345;4.314;5.531;838;1.085;133;10;1.789;3.822;1.709;3.732;9;14;148;1.748.247;942.789;81.037;325.148;399.273;1.036.856;22.715.512;4.819.025;2.696.333;29.901.068;16.105.957;1.262.946;475.664;10.069;91.960;336.531;937.646.414;842.415.507;24.488;16.233
2-SIST_POI;BR;;Brasil;4;De 501 a 1.000;560;560;461;459;323;105;455;192;92;71;26;10;3;;;13;528;516;423;560;76;114;7;1;167;378;182;375;1;5;16;415.885;229.791;23.692;77.903;84.499;680.531;10.740.462;1.359.239;873.180;7.388.206;4.718.868;93.229;21.336;820;6.118;39.031;96.871.317;87.027.871;2.483;1.561
2-SIST_POI;BR;;Brasil;5;De 1.001 a 5.000;212;212;171;169;129;21;191;90;36;45;11;8;;;1;3;189;177;149;212;28;43;9;;67;146;66;163;;1;12;417.742;220.731;21.283;84.255;91.473;531.031;7.518.446;1.566.861;1.363.719;8.983.956;7.638.779;217.968;89.885;652;1.505;105.110;109.701.462;104.861.313;1.491;854
2-SIST_POI;BR;;Brasil;6;De 5.001 a 10.000;81;81;24;66;52;1;80;75;21;20;10;38;2;;;3;11;57;10;81;27;29;7;1;46;49;32;45;1;4;5;622.516;62.647;38.669;23.740;497.460;371.656;1.849.464;5.914.529;4.977.284;16.939.957;13.034.385;1.511;82;39;296;186;22.474.813;17.848.780;365;186
2-SIST_POI;BR;;Brasil;7;De 10.001 a 50.000;419;419;160;299;242;4;415;383;45;129;67;228;7;;1;6;42;269;28;419;144;138;34;5;113;114;305;239;5;60;113;12.132.130;723.569;770.581;237.038;10.400.942;22.508.871;80.077.716;231.611.409;122.842.666;762.855.140;363.630.171;18.928;2.435;541;4.438;3.786;878.971.014;475.148.509;4.112;807
2-SIST_POI;BR;;Brasil;8;De 50.001 a 100.000;138;138;77;84;62;;138;133;6;57;25;61;8;;;4;14;77;7;138;40;50;10;;17;10;128;73;1;39;51;10.068.028;541.545;616.013;182.006;8.728.464;16.667.352;90.713.356;127.438.611;83.390.381;529.020.243;272.092.113;15.716;1.137;19;1.522;2.482;645.846.288;387.141.154;4.050;208
2-SIST_POI;BR;;Brasil;9;De 100.001 e mais;149;149;89;103;70;1;148;144;3;97;13;49;6;;;5;25;87;21;149;40;35;14;1;6;1;148;46;7;74;95;35.387.727;6.141.868;1.674.298;3.166.908;X;254.418.101;579.573.330;307.577.527;143.899.780;1.787.965.573;633.859.408;53.820;3.992;116;10.555;13.286;2.425.304.120;1.257.378.356;10.432;135
2-SIST_POI;BR;;Brasil;10;Total;7.090;7.090;4.915;5.956;3.917;1.426;5.664;2.727;954;1.086;415;507;61;7;25;117;6.143;6.528;4.952;7.090;1.193;1.494;214;18;2.205;4.520;2.570;4.673;24;197;440;60.792.275;8.862.940;3.225.573;4.096.998;44.606.764;296.214.398;793.188.286;680.287.201;360.043.343;3.143.054.144;1.311.079.680;1.664.118;594.530;12.256;116.393;500.411;5.116.815.427;3.171.821.491;47.421;19.984
3-SIST_PFC;BR;;Brasil;0;Sem galinaceos em 30.09.2017;6.529;;6.529;;;2.452;4.077;2.362;646;307;612;1.428;41;15;19;65;;;;;1.203;1.499;300;26;2.998;5.117;1.412;4.226;4;25;118;;;;;;452.783.754;696.383.850;;;;;128.869;25.099;3.218;25.553;22.999;967.910.965;924.833.571;18.186;14.491
3-SIST_PFC;BR;;Brasil;1;De 1 a 100;83.605;83.605;83.605;;;36.034;47.571;9.612;5.819;2.023;1.413;321;121;176;134;520;;;;;3.735;11.035;500;25;24.451;69.224;14.381;60.118;3;14;922;3.269.070;;;;;12.810.316;73.239.944;;;;;2.309.540;667.925;63.050;154.833;483.412;1.374.250.780;1.090.658.830;240.751;206.280
3-SIST_PFC;BR;;Brasil;2;De 101 a 200;6.567;6.567;6.567;;;1.712;4.855;1.364;705;385;213;52;28;12;25;71;;;;;626;1.130;83;2;1.940;5.165;1.402;4.769;4;4;129;1.035.277;;;;;2.812.938;27.813.654;;;;;345.358;126.292;7.610;23.867;72.857;300.348.328;262.639.055;20.489;15.591
3-SIST_PFC;BR;;Brasil;3;De 201 a 500;1.655;1.655;1.655;;;304;1.351;516;265;150;69;28;11;4;12;26;1.632;534;315;;194;327;25;3;615;1.295;360;1.194;1;2;37;576.896;525.848;21.762;29.286;;1.572.375;24.918.680;;;;;78.060;20.609;2.208;4.973;22.117;101.975.602;88.996.808;5.493;3.981
3-SIST_PFC;BR;;Brasil;4;De 501 a 1.000;552;552;552;;;69;483;191;92;60;29;10;5;4;2;11;544;109;58;;76;143;9;1;232;426;126;386;2;2;28;434.004;407.458;15.012;11.534;;2.204.725;24.757.668;;;;;50.415;10.520;361;2.857;15.465;51.654.515;49.545.294;2.745;1.354
3-SIST_PFC;BR;;Brasil;5;De 1.001 a 5.000;738;738;738;;;56;682;342;90;110;57;94;9;3;6;19;729;45;34;;128;214;15;2;299;574;164;524;1;10;37;2.087.350;2.034.851;25.474;27.025;;11.867.215;62.074.801;;;;;22.369;4.820;801;3.158;5.143;108.353.526;100.560.649;2.720;1.589
3-SIST_PFC;BR;;Brasil;6;De 5.001 a 10.000;1.231;1.231;1.231;;;56;1.175;963;176;152;330;641;30;;5;34;1.229;16;8;;564;422;131;3;663;1.083;148;713;1;13;60;10.062.907;9.998.888;44.165;19.854;;49.935.685;89.213.234;;;;;26.136;4.748;588;5.196;4.652;157.347.022;146.441.267;3.768;2.877
3-SIST_PFC;BR;;Brasil;7;De 10.001 a 50.000;15.956;15.956;15.956;;;127;15.829;14.444;2.360;1.969;5.462;9.951;433;12;45;285;15.939;76;34;;9.129;7.373;2.461;147;9.604;13.151;2.805;8.780;16;102;1.030;393.065.506;392.090.179;539.614;435.713;;2.163.483.302;2.915.632.431;;;;;459.626;77.984;12.509;160.195;72.439;4.575.696.354;4.283.423.804;53.782;39.361
3-SIST_PFC;BR;;Brasil;8;De 50.001 a 100.000;3.554;3.554;3.554;;;16;3.538;3.206;296;630;1.042;1.998;103;1;11;79;3.550;18;6;;1.832;1.545;417;45;1.208;1.901;1.653;2.231;13;76;395;250.995.934;249.992.910;650.200;352.824;;1.471.469.569;2.323.446.374;;;;;197.772;37.604;6.077;71.109;32.000;2.911.198.812;2.823.544.133;18.052;8.083
3-SIST_PFC;BR;;Brasil;9;De 100.001 e mais;1.296;1.296;1.296;;;2;1.294;1.210;57;412;267;685;46;2;10;34;1.294;5;5;;537;527;88;18;229;305;991;840;8;113;243;309.110.609;307.931.555;475.333;703.721;;3.401.619.053;4.547.700.596;;;;;178.096;33.409;4.973;58.436;35.131;5.164.348.717;5.106.321.565;17.604;2.528
3-SIST_PFC;BR;;Brasil;10;Total;121.683;115.154;121.683;;;40.828;80.855;34.210;10.506;6.198;9.494;15.208;827;229;269;1.144;24.917;803;460;;18.024;24.215;4.029;272;42.239;98.241;23.442;83.781;53;361;2.999;970.637.553;962.981.689;1.771.560;1.579.957;;7.570.558.932;10.785.181.232;;;;;3.796.242;1.009.010;101.395;510.176;766.214;15.713.084.620;14.876.964.975;383.590;296.135
4-Outro;BR;;Brasil;0;Sem galinaceos em 30.09.2017;6.362;;4.096;6.362;;3.768;2.594;892;516;159;111;79;13;22;14;64;;;;;278;950;59;6;2.691;4.792;1.570;4.223;;6;36;;;;;;5.456.481;8.869.972;12.441.569;;47.948.531;;169.950;51.285;4.088;15.523;33.509;200.382.101;126.251.893;16.481;13.978
4-Outro;BR;;Brasil;1;De 1 a 100;2.183.124;2.183.124;230.069;1.689.909;;1.125.607;1.057.517;391.428;169.605;101.384;90.613;59.094;10.540;3.977;2.876;17.357;;;;;219.374;354.835;44.928;3.578;810.173;1.747.419;435.705;1.442.356;99;1.063;17.818;63.717.452;;;;;8.421.781;115.674.894;215.406.046;;1.231.962.254;;121.058.523;39.770.321;1.818.982;11.298.922;26.740.056;96.292.632.189;79.698.473.734;6.286.883;5.247.002
4-Outro;BR;;Brasil;2;De 101 a 200;38.895;38.895;10.606;31.504;;12.338;26.557;11.040;3.855;4.562;2.308;1.183;296;65;107;457;;;;;6.177;8.078;1.263;99;12.062;26.326;12.569;26.438;9;93;640;5.915.992;;;;;1.034.128;22.237.950;13.795.306;;84.831.024;;9.703.956;3.559.393;68.866;977.868;2.648.870;8.029.019.839;7.147.944.920;155.939;101.255
4-Outro;BR;;Brasil;3;De 201 a 500;3.108;3.108;1.318;2.476;108;843;2.265;1.039;368;490;148;83;32;8;12;50;2.970;2.382;2.264;203;452;615;82;5;829;1.934;1.174;2.146;2;22;101;979.350;711.447;42.986;224.167;750;609.120;9.578.570;2.000.896;90.595;12.854.021;625.587;1.455.540;415.138;11.476;169.244;529.516;1.275.373.176;1.162.054.932;19.530;12.154
4-Outro;BR;;Brasil;4;De 501 a 1.000;350;350;177;239;9;80;270;125;51;50;18;8;4;2;2;6;319;198;229;16;51;76;5;;113;230;120;245;;4;20;264.224;198.336;8.959;56.881;48;213.027;4.150.736;633.809;X;4.312.371;364.348;113.540;25.555;531;6.535;59.472;57.304.302;47.372.876;2.969;1.965
4-Outro;BR;;Brasil;5;De 1.001 a 5.000;202;202;69;103;4;25;177;94;33;41;12;17;2;;;5;172;67;108;5;36;43;9;;76;120;82;132;2;4;17;519.469;402.622;4.775;112.052;20;970.864;13.786.214;869.210;72.629;4.517.926;X;35.191;9.793;628;6.872;7.007;65.590.646;50.269.314;2.087;717
4-Outro;BR;;Brasil;6;De 5.001 a 10.000;132;132;36;49;;5;127;88;13;28;19;42;1;;;5;118;17;41;1;39;37;2;1;57;99;33;88;;4;15;1.047.804;923.958;10.792;113.051;X;1.251.110;4.338.680;1.465.361;;5.888.392;;5.553;1.340;63;954;614;19.301.484;11.935.013;537;316
4-Outro;BR;;Brasil;7;De 10.001 a 50.000;723;723;189;237;1;15;708;561;82;143;196;307;17;;1;19;668;72;160;3;335;297;80;4;357;518;205;436;3;16;86;17.045.921;15.502.191;132.348;1.411.375;X;20.420.010;39.212.943;47.403.426;X;248.750.355;X;23.945;3.981;918;6.903;3.777;361.320.288;97.495.939;3.028;1.774
4-Outro;BR;;Brasil;8;De 50.001 a 100.000;151;151;23;33;;4;147;133;10;57;25;57;9;;2;2;131;16;33;;53;51;10;3;30;50;101;91;2;20;47;10.780.386;8.936.173;139.754;1.704.459;;4.760.003;9.413.838;35.305.694;;212.223.592;;13.202;2.836;1.818;1.585;2.278;283.112.418;65.849.292;1.967;267
4-Outro;BR;;Brasil;9;De 100.001 e mais;119;119;20;37;;1;118;108;7;62;17;32;5;;;5;95;14;36;;48;41;9;1;17;19;100;65;5;25;47;36.118.709;25.010.263;356.414;10.752.032;;36.226.852;65.894.553;348.690.871;;1.617.838.464;;34.463;1.545;2.456;12.915;5.660;1.818.278.245;168.051.900;5.932;191
4-Outro;BR;;Brasil;10;Total;2.233.166;2.226.804;246.603;1.730.949;122;1.142.686;1.090.480;405.508;174.540;106.976;93.467;60.902;10.919;4.074;3.014;17.970;4.473;2.766;2.871;228;226.843;365.023;46.447;3.697;826.405;1.781.507;451.659;1.476.220;122;1.257;18.827;136.389.307;51.684.990;696.028;14.374.017;828;79.363.376;293.158.350;678.012.188;217.328;3.471.126.932;1.191.250;132.613.864;43.841.186;1.909.828;12.497.320;30.030.759;108.402.314.689;88.575.699.813;6.495.353;5.379.619
1-SIST_POC;GR;1;Norte;0;Sem galinaceos em 30.09.2017;167;;146;167;167;38;129;21;16;4;;;;;3;;;;;;7;14;;;30;126;41;120;;1;1;;;;;;39.390;556.565;620.551;593.317;4.702.380;4.531.765;10.001;3.960;244;184;3.761;10.535.153;9.471.199;676;501
1-SIST_POC;GR;1;Norte;1;De 1 a 100;27.764;27.764;16.708;27.764;27.764;6.658;21.106;3.917;2.890;762;186;69;36;25;63;258;;;;;1.099;3.553;164;7;6.333;22.998;4.766;18.209;1;2;56;1.479.937;;;;;634.253;16.274.052;7.235.480;3.971.303;53.384.118;29.815.499;2.416.250;963.415;35.153;51.261;670.227;941.217.553;761.945.272;93.813;75.484
1-SIST_POC;GR;1;Norte;2;De 101 a 200;4.438;4.438;3.487;4.438;4.438;815;3.623;921;636;219;36;19;7;11;20;43;;;;;224;655;38;2;1.159;3.456;982;2.962;;;17;682.522;;;;;331.264;8.270.439;2.345.276;1.612.541;17.771.523;12.171.818;547.771;237.695;7.272;9.572;176.005;260.469.342;216.033.085;16.760;12.587
1-SIST_POC;GR;1;Norte;3;De 201 a 500;775;775;634;775;775;128;647;187;113;61;9;8;2;;4;9;722;655;685;;41;100;9;;170;576;199;503;1;;6;250.826;150.039;10.992;89.795;;149.113;3.514.863;3.561.014;2.671.391;22.191.020;16.611.189;83.209;39.339;1.934;1.847;25.218;99.755.113;87.333.878;3.150;2.233
1-SIST_POC;GR;1;Norte;4;De 501 a 1.000;147;147;126;147;147;10;137;63;40;12;3;3;1;1;3;4;119;94;132;;15;25;1;;46;112;35;89;;;7;110.201;58.783;4.719;46.699;;110.580;2.402.110;585.719;501.306;3.485.733;2.909.400;11.595;2.273;311;220;4.535;11.454.385;9.561.542;663;423
1-SIST_POC;GR;1;Norte;5;De 1.001 a 5.000;130;130;71;130;130;9;121;73;42;34;;2;1;;;3;59;36;121;;11;23;2;;46;104;26;85;;;7;315.928;58.896;5.709;251.323;;953.937;3.832.833;3.335.345;3.119.296;16.812.503;15.741.205;7.425;917;201;621;3.499;26.703.020;25.078.707;688;391
1-SIST_POC;GR;1;Norte;6;De 5.001 a 10.000;26;26;18;26;26;;26;18;10;7;;;;;1;1;9;3;23;;6;5;;;6;17;9;18;;;2;187.600;39.780;315;147.505;;71.040;427.750;2.866.714;2.759.876;14.278.965;13.829.795;775;278;32;20;302;15.495.089;14.823.807;124;72
1-SIST_POC;GR;1;Norte;7;De 10.001 a 50.000;44;44;31;44;44;;44;39;12;29;;3;1;;;1;11;5;43;;3;9;1;;11;7;37;32;;;1;1.050.021;69.610;4.024;976.387;;415.550;3.029.650;16.110.474;16.006.422;58.055.949;57.542.113;2.862;496;225;142;847;62.841.973;62.282.139;585;131
1-SIST_POC;GR;1;Norte;8;De 50.001 a 100.000;14;14;12;14;14;;14;12;2;9;1;1;;;;;6;2;14;;2;3;1;;1;;14;8;;;;1.031.280;77.600;X;943.675;;362.672;2.283.868;15.222.306;15.092.706;53.147.185;52.680.625;2.101;94;201;5;397;55.870.003;55.363.443;354;43
1-SIST_POC;GR;1;Norte;9;De 100.001 e mais;13;13;9;13;13;;13;12;4;11;;1;1;;;;6;1;13;;3;5;1;;1;;13;7;;2;3;5.132.203;866.155;X;4.265.456;;1.544.656;4.166.360;124.971.872;93.413.371;410.071.581;326.236.999;1.222;113;19;;400;415.317.901;331.483.193;1.444;31
1-SIST_POC;GR;1;Norte;10;Total;33.518;33.351;21.242;33.518;33.518;7.658;25.860;5.263;3.765;1.148;235;106;49;37;94;319;932;796;1.031;;1.411;4.392;217;9;7.803;27.396;6.122;22.033;2;5;100;10.240.518;1.320.863;36.356;6.720.840;;4.612.455;44.758.490;176.854.751;139.741.529;653.900.957;532.070.409;3.083.210;1.248.580;45.592;63.872;885.191;1.899.659.532;1.573.376.265;118.257;91.896
1-SIST_POC;GR;2;Nordeste;0;Sem galinaceos em 30.09.2017;1.347;;1.212;1.347;1.347;681;666;190;122;23;20;2;1;10;5;22;;;;;25;242;9;;652;1.001;346;959;1;1;3;;;;;;149.586;2.466.079;1.543.318;1.472.885;13.406.303;13.011.136;15.725;1.182;549;1.836;2.897;26.280.980;24.027.913;3.332;2.818
1-SIST_POC;GR;2;Nordeste;1;De 1 a 100;209.293;209.293;98.226;209.293;209.293;124.759;84.534;21.260;14.614;3.040;2.059;168;114;1.193;233;1.111;;;;;3.044;35.836;888;34;110.046;172.297;36.996;135.019;8;18;222;6.915.483;;;;;2.267.919;48.647.951;33.451.558;20.059.415;204.368.633;122.714.109;4.158.121;491.661;90.066;360.399;464.318;2.088.978.743;1.433.131.282;582.043;490.950
1-SIST_POC;GR;2;Nordeste;2;De 101 a 200;6.021;6.021;4.319;6.021;6.021;2.604;3.417;1.136;635;357;87;17;9;26;23;63;;;;;204;1.308;34;;2.976;4.579;1.442;4.083;9;5;40;915.598;;;;;518.568;11.575.925;4.349.750;3.386.689;25.042.892;18.792.762;278.136;44.014;5.694;20.017;42.109;211.367.141;166.041.136;20.781;14.351
1-SIST_POC;GR;2;Nordeste;3;De 201 a 500;945;945;717;945;945;285;660;258;121;109;16;3;3;6;11;14;813;663;839;;52;208;8;;450;710;235;686;;1;17;303.075;171.367;12.030;119.678;;307.169;7.664.999;1.704.626;1.500.469;10.467.060;9.327.632;72.592;24.250;1.179;2.922;9.398;48.129.756;41.762.726;3.668;2.254
1-SIST_POC;GR;2;Nordeste;4;De 501 a 1.000;160;160;110;160;160;30;130;48;18;24;4;3;2;;1;3;109;71;145;;9;38;;;77;119;41;122;;2;6;123.934;56.558;3.231;64.145;;157.269;2.416.900;1.108.008;1.037.875;5.683.011;5.248.845;10.031;955;148;439;1.464;14.823.546;13.291.600;647;371
1-SIST_POC;GR;2;Nordeste;5;De 1.001 a 5.000;173;173;102;173;173;19;154;84;19;47;8;4;3;1;4;6;86;52;167;;16;45;;1;60;115;58;123;;6;21;430.470;112.836;9.364;308.270;;462.500;5.967.800;5.234.934;4.988.957;23.968.627;22.805.767;8.154;638;118;502;994;37.228.577;34.471.590;774;372
1-SIST_POC;GR;2;Nordeste;6;De 5.001 a 10.000;44;44;24;44;44;6;38;23;4;13;;3;;1;;3;15;4;42;;3;5;;;12;18;26;34;;;3;352.337;84.598;X;265.229;;279.918;1.168.070;5.389.658;5.376.161;22.153.938;22.025.534;3.680;57;32;103;405;24.663.062;24.418.374;274;90
1-SIST_POC;GR;2;Nordeste;7;De 10.001 a 50.000;91;91;63;91;91;1;90;68;8;50;3;5;5;1;;5;31;9;87;;5;18;1;;15;16;75;58;;19;34;2.350.267;517.461;5.412;1.827.394;;3.027.813;23.263.857;46.445.323;46.071.292;175.861.253;173.999.294;5.407;632;214;320;539;202.671.716;200.250.372;1.067;142
1-SIST_POC;GR;2;Nordeste;8;De 50.001 a 100.000;36;36;28;36;36;1;35;28;2;22;1;1;2;;;2;13;3;35;;1;8;;;3;1;35;19;;13;21;2.659.390;471.126;22.114;2.166.150;;2.377.777;15.943.630;57.011.975;52.311.177;184.197.477;169.855.063;2.782;158;46;22;214;201.248.978;186.858.634;918;40
1-SIST_POC;GR;2;Nordeste;9;De 100.001 e mais;49;49;42;49;49;;49;44;1;36;;1;4;;;7;18;2;48;;3;9;;;1;1;48;21;;25;26;18.774.595;2.717.291;X;16.014.329;;10.718.319;85.841.498;320.437.944;314.150.823;1.098.615.442;1.076.820.272;9.826;422;546;388;2.837;1.201.352.561;1.171.423.096;4.494;54
1-SIST_POC;GR;2;Nordeste;10;Total;218.159;216.812;104.843;218.159;218.159;128.386;89.773;23.139;15.544;3.721;2.198;207;143;1.238;277;1.236;1.085;804;1.363;;3.362;37.717;940;35;114.292;178.857;39.302;141.124;18;90;393;32.825.149;4.131.237;97.636;20.765.195;;20.266.838;204.956.709;476.677.094;450.355.743;1.763.764.636;1.634.600.414;4.564.453;563.969;98.591;386.948;525.176;4.056.745.061;3.295.676.722;617.998;511.442
1-SIST_POC;GR;3;Sudeste;0;Sem galinaceos em 30.09.2017;264;;214;264;264;64;200;67;42;15;7;1;1;2;;2;;;;;19;29;;;76;196;68;206;;1;11;;;;;;245.883;491.775;5.458.842;3.719.423;24.484.034;8.664.724;7.194;2.246;355;438;692;30.665.112;13.846.327;657;482
1-SIST_POC;GR;3;Sudeste;1;De 1 a 100;84.571;84.571;39.619;84.571;84.571;22.873;61.698;20.843;10.344;6.441;4.054;744;174;161;217;1.025;;;;;11.506;13.117;1.037;24;26.448;66.737;17.834;59.817;5;50;3.204;3.904.733;;;;;1.614.573;32.476.634;24.489.916;16.101.640;148.458.970;98.170.056;2.462.202;796.818;105.748;174.351;425.562;3.214.604.082;2.451.112.079;226.843;182.704
1-SIST_POC;GR;3;Sudeste;2;De 101 a 200;7.146;7.146;5.100;7.146;7.146;1.400;5.746;2.458;1.091;892;563;105;24;19;19;109;;;;;1.459;1.392;148;8;2.338;5.250;1.896;5.119;;6;424;1.111.555;;;;;499.135;11.688.774;6.053.252;4.441.571;37.756.046;27.347.029;372.627;134.775;12.091;28.688;62.713;609.873.046;470.013.304;22.434;15.917
1-SIST_POC;GR;3;Sudeste;3;De 201 a 500;820;820;594;820;820;87;733;335;121;154;67;11;7;1;1;18;686;606;724;;190;155;23;;239;582;238;606;1;1;92;269.659;146.385;7.301;115.973;;166.307;3.819.146;1.747.963;1.476.414;10.010.600;8.485.269;38.722;13.007;1.365;4.686;5.861;90.616.354;72.273.751;2.831;1.724
1-SIST_POC;GR;3;Sudeste;4;De 501 a 1.000;181;181;96;181;181;10;171;88;29;43;14;7;2;;1;7;97;82;173;;39;27;3;;51;128;53;136;2;2;24;142.409;47.075;1.961;93.373;;78.589;1.483.188;2.236.948;1.859.144;11.087.394;8.477.106;10.737;3.508;446;1.155;3.136;33.044.791;25.025.145;717;366
1-SIST_POC;GR;3;Sudeste;5;De 1.001 a 5.000;131;131;51;131;131;;131;86;27;39;20;1;;1;1;7;37;22;129;;51;32;1;;58;97;34;85;;;26;360.529;48.858;X;310.754;;130.013;1.566.358;6.882.022;6.848.709;24.369.496;24.246.114;4.890;1.008;187;655;1.820;34.536.715;32.619.449;517;282
1-SIST_POC;GR;3;Sudeste;6;De 5.001 a 10.000;79;79;33;79;79;;79;55;3;26;25;4;4;;;1;8;4;79;;42;18;4;;28;49;30;51;1;1;24;638.717;25.520;1.553;611.644;;199.700;525.593;12.000.974;11.971.075;37.339.921;37.149.329;1.736;178;118;341;312;44.690.682;43.468.867;428;184
1-SIST_POC;GR;3;Sudeste;7;De 10.001 a 50.000;258;258;173;258;258;;258;229;16;157;48;21;2;;;12;54;10;253;;141;82;14;;51;69;189;179;1;13;108;6.970.329;556.849;16.479;6.397.001;;3.460.536;7.556.430;188.582.312;187.580.848;555.957.044;553.361.573;7.115;1.448;322;1.369;1.473;582.030.242;574.645.341;2.408;574
1-SIST_POC;GR;3;Sudeste;8;De 50.001 a 100.000;103;103;75;103;103;1;102;94;2;75;12;11;4;;;7;31;2;97;;46;35;1;;7;4;99;75;;7;58;7.750.752;962.861;X;6.751.891;;2.574.592;4.784.010;143.764.884;141.612.063;412.975.818;407.701.612;7.507;587;411;1.797;1.919;455.035.507;444.232.402;2.255;242
1-SIST_POC;GR;3;Sudeste;9;De 100.001 e mais;146;146;118;146;146;;146;132;4;108;10;8;3;;;10;51;;145;;51;61;9;;5;3;143;105;1;13;95;64.931.355;6.570.041;;58.361.314;;24.645.057;19.729.004;1.265.231.058;1.253.537.954;3.390.081.371;3.355.533.329;17.736;6.449;865;1.783;3.205;3.665.235.329;3.621.556.914;10.701;358
1-SIST_POC;GR;3;Sudeste;10;Total;93.699;93.435;46.073;93.699;93.699;24.435;69.264;24.387;11.679;7.950;4.820;913;221;184;239;1.198;964;726;1.600;;13.544;14.948;1.240;32;29.301;73.115;20.584;66.379;11;94;4.066;86.080.038;8.357.589;64.211;72.641.950;;33.614.385;84.120.912;1.656.448.171;1.629.148.841;4.652.520.694;4.529.136.142;2.930.466;960.024;121.908;215.263;506.693;8.760.331.860;7.748.793.579;269.791;202.833
1-SIST_POC;GR;4;Sul;0;Sem galinaceos em 30.09.2017;154;;78;154;154;34;120;79;29;27;16;26;3;;;2;;;;;45;34;8;1;54;109;45;85;1;3;5;;;;;;60.785.379;53.170.410;23.343.146;23.329.915;94.450.554;94.393.725;3.697;1.230;22;693;497;155.381.619;153.763.726;627;298
1-SIST_POC;GR;4;Sul;1;De 1 a 100;101.716;101.716;17.486;101.716;101.716;24.148;77.568;46.524;20.060;9.210;15.825;11.649;1.779;109;247;1.545;;;;;38.930;27.614;8.923;880;43.076;88.199;13.517;49.565;2;18;267;4.803.134;;;;;967.462;12.010.108;38.740.613;21.770.831;168.654.454;94.831.455;2.135.037;236.018;31.115;687.820;319.222;6.041.869.832;4.625.314.370;261.921;238.994
1-SIST_POC;GR;4;Sul;2;De 101 a 200;7.188;7.188;2.944;7.188;7.188;1.447;5.741;3.700;1.528;760;1.339;921;139;12;17;115;;;;;3.093;2.266;816;66;3.500;6.198;990;3.471;1;3;32;1.096.691;;;;;244.613;4.809.497;5.590.722;3.887.252;24.450.901;17.032.459;181.861;28.929;2.835;66.036;27.096;594.540.119;429.169.697;20.253;17.978
1-SIST_POC;GR;4;Sul;3;De 201 a 500;699;699;378;699;699;76;623;400;177;117;158;62;11;5;3;13;519;404;585;;318;223;69;3;343;585;114;366;;;20;226.346;102.978;9.141;114.227;;169.125;2.194.414;2.033.808;1.819.850;8.121.433;7.202.259;23.973;3.525;330;9.853;3.742;81.171.702;64.827.283;2.138;1.705
1-SIST_POC;GR;4;Sul;4;De 501 a 1.000;131;131;42;131;131;7;124;95;40;29;32;21;3;;;2;45;31;124;;74;62;21;;87;116;15;70;;;4;102.832;20.900;1.304;80.628;;30.190;584.665;1.454.415;1.430.659;5.667.148;5.563.596;6.902;400;132;4.587;627;29.832.783;26.864.448;421;331
1-SIST_POC;GR;4;Sul;5;De 1.001 a 5.000;194;194;68;194;194;1;193;158;68;51;46;41;7;1;2;6;36;16;187;;107;92;35;1;125;162;32;88;1;;11;533.180;45.395;236;487.549;;133.312;1.181.182;9.684.066;9.595.342;28.327.698;28.020.565;4.952;621;69;2.003;643;50.640.259;46.538.912;699;474
1-SIST_POC;GR;4;Sul;6;De 5.001 a 10.000;151;151;34;151;151;;151;133;25;30;41;65;4;;1;8;14;34;144;;88;72;17;1;95;119;32;88;;3;4;1.176.489;94.973;22.355;1.059.161;;482.000;843.850;20.999.986;20.517.878;47.536.149;46.137.507;2.663;309;32;1.081;434;60.904.812;56.042.361;535;390
